Designator,Mid X,Mid Y,Rotation,Layer
R7_3,118.375,-159.25,0.0,top
R7_2,118.375,-113.25,0.0,top
R7,96.375,-159.25,0.0,top
R8_32,118.375,-157.75,0.0,top
R8_31,96.375,-111.75,0.0,top
R8_30,96.375,-134.75,0.0,top
R8_29,140.375,-134.75,0.0,top
R8_28,96.375,-146.25,0.0,top
R8_27,118.375,-111.75,0.0,top
R8_26,118.375,-134.75,0.0,top
R8_25,74.375,-111.75,0.0,top
R8_24,140.375,-157.75,0.0,top
R8_23,74.375,-123.25,0.0,top
R8_22,74.375,-88.75,0.0,top
R8_21,118.375,-169.25,0.0,top
R8_20,74.375,-100.25,0.0,top
R8_19,74.375,-134.75,0.0,top
R8_18,96.375,-157.75,0.0,top
R8_17,140.375,-88.75,0.0,top
R8_16,118.375,-123.25,0.0,top
R8_15,74.375,-157.75,0.0,top
R8_14,140.375,-123.25,0.0,top
R8_13,96.375,-88.75,0.0,top
R8_12,118.375,-146.25,0.0,top
R8_11,118.375,-88.75,0.0,top
R8_10,118.375,-100.25,0.0,top
R8_9,74.375,-146.25,0.0,top
R8_8,74.375,-169.25,0.0,top
R8_7,140.375,-146.25,0.0,top
R8_6,140.375,-169.25,0.0,top
R8_5,96.375,-169.25,0.0,top
R8_4,96.375,-123.25,0.0,top
R8_3,96.375,-100.25,0.0,top
R8_2,140.375,-111.75,0.0,top
R8,140.375,-100.25,0.0,top
U1_32,67.95,-139.25,180.0,top
U1_31,111.95,-162.25,180.0,top
U1_30,67.95,-150.75,180.0,top
U1_29,111.95,-139.25,180.0,top
U1_28,133.95,-173.75,180.0,top
U1_27,133.95,-116.25,180.0,top
U1_26,133.95,-93.25,180.0,top
U1_25,67.95,-116.25,180.0,top
U1_24,89.95,-104.75,180.0,top
U1_23,89.95,-93.25,180.0,top
U1_22,111.95,-173.75,180.0,top
U1_21,133.95,-139.25,180.0,top
U1_20,89.95,-162.25,180.0,top
U1_19,111.95,-127.75,180.0,top
U1_18,111.95,-116.25,180.0,top
U1_17,111.95,-104.75,180.0,top
U1_16,89.95,-150.75,180.0,top
U1_15,133.95,-162.25,180.0,top
U1_14,89.95,-116.25,180.0,top
U1_13,89.95,-139.25,180.0,top
